Date,Team,Result,Odds,My_Prob,Vegas_Prob,Edge,Bet_Pct,Bet_Amt,Profit,Bankroll
2022-02-12,ORL,LOSS,1100.0,14.6%,8.3%,6.3%,1.0%,$59.01,-59.00878456922363,5841.869672353139
2022-02-12,GSW,WIN,-280.0,78.5%,73.7%,4.8%,2.7%,$159.59,56.996578542374856,5898.866250895514
2022-02-12,DAL,LOSS,-300.0,77.1%,75.0%,2.1%,1.3%,$74.47,-74.46925736154947,5824.396993533965
2022-02-12,OKC,LOSS,450.0,20.1%,18.2%,1.9%,0.4%,$20.54,-20.537835900113862,5803.85915763385
2022-02-12,PHI,WIN,-145.0,72.4%,59.2%,13.2%,2.9%,$174.12,120.07984464070036,5923.939002274551
2022-02-12,SAS,WIN,210.0,36.2%,32.3%,4.0%,0.9%,$51.90,108.99360595624891,6032.9326082308
2022-02-12,POR,WIN,165.0,46.6%,37.7%,8.9%,2.1%,$128.92,212.7124652692848,6245.645073500084
2022-02-12,TOR,LOSS,-210.0,70.1%,67.7%,2.4%,1.1%,$69.11,-69.10675170630974,6176.538321793775
2022-02-13,BOS,WIN,-310.0,80.1%,75.6%,4.5%,2.8%,$172.22,55.553980069459705,6232.092301863235
2022-02-14,TOR,LOSS,-165.0,64.0%,62.3%,1.7%,0.7%,$42.26,-42.25668270651877,6189.835619156716
2022-02-14,HOU,LOSS,900.0,14.9%,10.0%,4.9%,0.8%,$51.02,-51.02153901163168,6138.8140801450845
2022-02-14,ORL,LOSS,475.0,19.9%,17.4%,2.6%,0.5%,$28.43,-28.43126252585829,6110.382817619226
2022-02-14,NOP,WIN,145.0,51.9%,40.8%,11.1%,2.7%,$171.26,248.3242790841419,6358.707096703369
2022-02-14,CHI,WIN,-150.0,65.2%,60.0%,5.2%,1.9%,$124.64,83.09269110757283,6441.799787810942
2022-02-14,POR,WIN,475.0,21.3%,17.4%,3.9%,0.7%,$46.03,218.61931567061407,6660.419103481556
2022-02-14,BKN,WIN,105.0,56.0%,48.8%,7.2%,2.1%,$140.96,148.00472533147504,6808.423828813031
2022-02-15,LAC,LOSS,650.0,17.1%,13.3%,3.7%,0.7%,$44.09,-44.09391210969767,6764.329916703333
2022-02-15,MIN,WIN,-240.0,74.3%,70.6%,3.7%,1.9%,$127.92,53.29905693272896,6817.628973636062
2022-02-15,IND,LOSS,700.0,19.7%,12.5%,7.2%,1.0%,$68.18,-68.17628973636063,6749.452683899702
2022-02-16,OKC,LOSS,280.0,30.0%,26.3%,3.6%,0.7%,$50.14,-50.14162137522858,6699.3110625244735
2022-02-16,HOU,LOSS,1000.0,12.0%,9.1%,2.9%,0.5%,$31.85,-31.845449492475897,6667.465613031997
2022-02-16,DEN,WIN,175.0,48.0%,36.4%,11.6%,2.6%,$182.48,319.3380919857866,6986.803705017784
2022-02-16,CHI,WIN,-240.0,77.0%,70.6%,6.4%,3.0%,$209.60,87.33504631272231,7074.138751330506
2022-02-16,BKN,WIN,170.0,43.5%,37.0%,6.5%,1.5%,$109.32,185.84362714176953,7259.982378472276
2022-02-16,POR,WIN,550.0,17.8%,15.4%,2.4%,0.4%,$31.09,170.9911979416426,7430.973576413919
2022-02-17,MIA,WIN,-170.0,70.3%,63.0%,7.3%,2.9%,$220.29,129.5798179740252,7560.553394387944
2022-02-24,DEN,WIN,-165.0,73.9%,62.3%,11.6%,2.9%,$226.82,137.46460717068987,7698.018001558634
2022-02-24,POR,LOSS,400.0,34.2%,20.0%,14.2%,1.0%,$76.98,-76.98018001558634,7621.037821543047
2022-02-24,MIN,WIN,110.0,49.2%,47.6%,1.5%,0.4%,$33.48,36.8319718463828,7657.86979338943
2022-02-24,CHI,WIN,-150.0,62.8%,60.0%,2.8%,1.1%,$81.39,54.26184378777863,7712.131637177209
2022-02-24,BOS,WIN,-400.0,82.3%,80.0%,2.3%,1.7%,$130.71,32.67858966554459,7744.810226842754
2022-02-24,CLE,LOSS,-220.0,75.2%,68.8%,6.4%,3.1%,$232.34,-232.3443068052826,7512.465920037471
2022-02-25,LAC,WIN,125.0,53.4%,44.4%,8.9%,2.3%,$181.21,226.5149904805175,7738.980910517988
2022-02-25,DAL,LOSS,195.0,40.8%,33.9%,6.9%,1.0%,$77.39,-77.38980910517988,7661.591101412809
2022-02-25,PHX,LOSS,-260.0,79.7%,72.2%,7.5%,3.1%,$229.85,-229.84773304238425,7431.743368370425
2022-02-25,MIA,WIN,-240.0,79.6%,70.6%,9.0%,3.0%,$222.95,92.89679210463032,7524.640160475055
2022-02-25,SAS,WIN,-160.0,65.7%,61.5%,4.2%,1.6%,$122.99,76.86626943416483,7601.50642990922
2022-02-25,ORL,WIN,-160.0,66.2%,61.5%,4.7%,1.8%,$138.87,86.7932249999666,7688.299654909187
2022-02-25,OKC,WIN,270.0,40.3%,27.0%,13.2%,1.0%,$76.88,207.58409068254807,7895.883745591735
2022-02-26,CHI,LOSS,115.0,53.9%,46.5%,7.4%,2.1%,$163.13,-163.1348218904028,7732.7489237013315
2022-02-26,BKN,WIN,400.0,26.1%,20.0%,6.1%,1.0%,$77.33,309.30995694805324,8042.058880649385
2022-02-26,SAS,LOSS,600.0,15.8%,14.3%,1.5%,0.3%,$21.14,-21.142634028076895,8020.916246621308
2022-02-26,DEN,WIN,-350.0,81.3%,77.8%,3.5%,2.4%,$191.75,54.78606253787017,8075.702309159178
2022-02-26,DET,LOSS,500.0,20.0%,16.7%,3.3%,0.6%,$48.03,-48.03448695862551,8027.667822200553
2022-02-27,DAL,WIN,140.0,49.1%,41.7%,7.4%,1.9%,$153.47,214.85556720062246,8242.523389401176
2022-02-27,LAC,WIN,-260.0,79.0%,72.2%,6.8%,3.0%,$247.28,95.1060391084751,8337.629428509652
2022-02-27,IND,WIN,350.0,26.6%,22.2%,4.4%,0.8%,$69.96,244.84342305070348,8582.472851560355
2022-02-27,DET,WIN,450.0,19.7%,18.2%,1.5%,0.3%,$24.07,108.31041210784166,8690.783263668196
2022-02-28,OKC,LOSS,180.0,45.6%,35.7%,9.9%,2.4%,$201.29,-201.28894293079293,8489.494320737404
2022-02-28,CHA,LOSS,425.0,31.2%,19.0%,12.1%,1.0%,$84.89,-84.89494320737404,8404.59937753003
2022-02-28,SAS,LOSS,320.0,29.0%,23.8%,5.2%,1.0%,$84.05,-84.0459937753003,8320.55338375473
2022-02-28,MIA,WIN,-190.0,70.4%,65.5%,4.9%,2.1%,$176.61,92.95309678111306,8413.506480535843
2022-02-28,TOR,WIN,-155.0,67.7%,60.8%,7.0%,2.6%,$223.94,144.48035574699873,8557.986836282842
2022-03-01,DAL,WIN,-200.0,76.9%,66.7%,10.2%,3.0%,$256.74,128.36980254424262,8686.356638827085
2022-03-01,MIN,WIN,150.0,53.4%,40.0%,13.4%,2.9%,$260.59,390.88604874721875,9077.242687574304
2022-03-01,LAC,WIN,-270.0,77.9%,73.0%,5.0%,2.7%,$250.49,92.77427267747699,9170.016960251782
2022-03-02,OKC,WIN,900.0,15.1%,10.0%,5.1%,0.8%,$77.57,698.0889769979678,9868.10593724975
2022-03-02,NOP,WIN,-250.0,80.6%,71.4%,9.1%,3.0%,$296.04,118.41727124699696,9986.523208496747
2022-03-02,HOU,LOSS,850.0,17.3%,10.5%,6.8%,1.0%,$99.87,-99.86523208496747,9886.65797641178
2022-03-02,ORL,LOSS,110.0,49.1%,47.6%,1.5%,0.4%,$43.12,-43.117192587002755,9843.540783824777
2022-03-02,CLE,LOSS,-170.0,64.9%,63.0%,2.0%,0.8%,$78.20,-78.20181445476648,9765.33896937001
2022-03-03,ATL,WIN,-130.0,64.1%,56.5%,7.6%,2.6%,$255.97,196.89862243457674,9962.237591804587
2022-03-03,BOS,WIN,-135.0,63.4%,57.4%,6.0%,2.1%,$210.52,155.93800011025516,10118.175591914842
2022-03-04,PHX,WIN,-250.0,84.1%,71.4%,12.7%,3.0%,$303.55,121.41810710297807,10239.59369901782
2022-03-04,DEN,WIN,-450.0,83.6%,81.8%,1.8%,1.4%,$148.67,33.03814824357477,10272.631847261395
2022-03-04,OKC,LOSS,350.0,29.7%,22.2%,7.5%,1.0%,$102.73,-102.72631847261395,10169.90552878878
2022-03-05,POR,LOSS,700.0,18.8%,12.5%,6.3%,1.0%,$101.70,-101.6990552878878,10068.206473500893
2022-03-05,ORL,LOSS,900.0,14.8%,10.0%,4.8%,0.8%,$80.43,-80.43442789940802,9987.772045601485
2022-03-05,CHA,WIN,-170.0,66.1%,63.0%,3.2%,1.3%,$127.83,75.19263810818589,10062.964683709672
2022-03-05,DAL,WIN,-185.0,78.9%,64.9%,14.0%,3.0%,$301.89,163.18321108718385,10226.147894796855
2022-03-06,NOP,LOSS,165.0,45.6%,37.7%,7.9%,1.9%,$194.61,-194.60515637610794,10031.542738420747
2022-03-06,LAC,LOSS,-230.0,74.0%,69.7%,4.3%,2.2%,$212.63,-212.62647530771852,9818.916263113028
2022-03-06,OKC,LOSS,750.0,21.6%,11.8%,9.9%,1.0%,$98.19,-98.18916263113027,9720.727100481898
2022-03-07,POR,LOSS,750.0,14.0%,11.8%,2.2%,0.4%,$36.39,-36.391143673806994,9684.33595680809
2022-03-07,NYK,WIN,150.0,43.6%,40.0%,3.6%,0.9%,$86.54,129.81137600888542,9814.147332816976
2022-03-07,HOU,LOSS,1100.0,12.0%,8.3%,3.7%,0.6%,$59.65,-59.652268470314255,9754.495064346662
2022-03-07,DET,WIN,250.0,32.9%,28.6%,4.3%,0.9%,$88.65,221.62745924364788,9976.12252359031
2022-03-08,OKC,LOSS,700.0,24.0%,12.5%,11.5%,1.0%,$99.76,-99.7612252359031,9876.361298354406
2022-03-08,NOP,LOSS,270.0,36.7%,27.0%,9.7%,1.0%,$98.76,-98.76361298354406,9777.597685370862
2022-03-08,CLE,WIN,-145.0,61.5%,59.2%,2.3%,0.9%,$83.66,57.6944314662203,9835.292116837081
2022-03-08,PHX,WIN,-245.0,76.3%,71.0%,5.3%,2.7%,$269.61,110.04313676859866,9945.33525360568
2022-03-09,SAS,LOSS,100.0,56.5%,50.0%,6.5%,2.0%,$192.67,-192.667069643676,9752.668183962003
2022-03-09,POR,LOSS,1400.0,17.1%,6.7%,10.5%,1.0%,$97.53,-97.52668183962004,9655.141502122384
2022-03-09,OKC,LOSS,800.0,15.0%,11.1%,3.9%,0.7%,$63.18,-63.18176340587803,9591.959738716505
2022-03-09,HOU,WIN,260.0,33.1%,27.8%,5.3%,1.0%,$95.92,249.39095320662915,9841.350691923135
2022-03-09,DET,LOSS,215.0,36.9%,31.7%,5.1%,1.0%,$98.41,-98.41350691923135,9742.937185003904
2022-03-11,PHX,LOSS,-210.0,81.4%,67.7%,13.6%,3.1%,$292.29,-292.28811555011714,9450.649069453788
2022-03-11,SAS,WIN,190.0,42.3%,34.5%,7.9%,1.0%,$94.51,179.56233231962196,9630.21140177341
2022-03-11,NOP,LOSS,130.0,54.3%,43.5%,10.8%,3.0%,$277.18,-277.17524690425944,9353.03615486915
2022-03-11,ORL,WIN,300.0,35.8%,25.0%,10.8%,1.0%,$93.53,280.59108464607453,9633.627239515225
2022-03-11,DET,LOSS,700.0,15.7%,12.5%,3.2%,0.5%,$52.66,-52.66002372475692,9580.967215790468
2022-03-11,HOU,LOSS,450.0,21.3%,18.2%,3.1%,0.6%,$55.31,-55.307472250242526,9525.659743540225
2022-03-12,CHI,WIN,-190.0,73.8%,65.5%,8.3%,3.0%,$285.77,150.40515384537193,9676.064897385597
2022-03-12,MIA,LOSS,-165.0,64.9%,62.3%,2.6%,1.1%,$100.71,-100.70626181305036,9575.358635572546
2022-03-12,GSW,WIN,110.0,51.7%,47.6%,4.1%,1.1%,$111.30,122.43049246665933,9697.789128039205
2022-03-13,PHX,WIN,-330.0,84.4%,76.7%,7.7%,3.0%,$290.93,88.16171934581094,9785.950847385016
2022-03-13,OKC,LOSS,800.0,21.1%,11.1%,10.0%,1.0%,$97.86,-97.85950847385017,9688.091338911167
2022-03-13,NOP,WIN,-250.0,78.7%,71.4%,7.2%,3.0%,$290.64,116.25709606693397,9804.348434978101
2022-03-13,IND,LOSS,550.0,19.0%,15.4%,3.6%,0.6%,$62.99,-62.99175728253013,9741.35667769557
2022-03-13,DAL,WIN,240.0,35.7%,29.4%,6.2%,1.0%,$97.41,233.7925602646937,9975.149237960264
2022-03-13,DET,LOSS,155.0,41.5%,39.2%,2.3%,0.6%,$55.97,-55.96674001501325,9919.18249794525
2022-03-13,NYK,LOSS,200.0,44.6%,33.3%,11.3%,1.0%,$99.19,-99.1918249794525,9819.990672965798
2022-03-14,TOR,WIN,-185.0,68.6%,64.9%,3.7%,1.6%,$153.67,83.06708351195147,9903.057756477749
2022-03-14,MIL,WIN,115.0,52.5%,46.5%,6.0%,1.6%,$165.38,190.18584643825574,10093.243602916004
2022-03-14,CHI,LOSS,-180.0,68.6%,64.3%,4.3%,1.8%,$183.14,-183.13734609306977,9910.106256822934
2022-03-14,OKC,LOSS,450.0,27.4%,18.2%,9.2%,1.0%,$99.10,-99.10106256822934,9811.005194254703
2022-03-14,DEN,WIN,145.0,44.2%,40.8%,3.4%,0.8%,$84.04,121.8581896273772,9932.86338388208
2022-03-14,POR,LOSS,700.0,16.6%,12.5%,4.1%,0.7%,$69.76,-69.76321721353617,9863.100166668544
2022-03-14,MIN,WIN,-165.0,69.1%,62.3%,6.8%,2.7%,$268.45,162.6997484205392,10025.799915089083
2022-03-15,PHX,WIN,-180.0,72.5%,64.3%,8.2%,3.0%,$300.77,167.0966652514847,10192.896580340568
2022-03-15,DET,LOSS,700.0,15.4%,12.5%,2.9%,0.5%,$50.83,-50.83385887121795,10142.06272146935
2022-03-16,TOR,WIN,-140.0,60.7%,58.3%,2.3%,0.8%,$85.13,60.80827244107002,10202.870993910421
2022-03-16,SAC,LOSS,330.0,27.5%,23.3%,4.2%,0.8%,$84.71,-84.70929635953783,10118.161697550882
2022-03-16,CHI,LOSS,230.0,35.0%,30.3%,4.7%,1.0%,$101.18,-101.18161697550883,10016.980080575373
2022-03-16,POR,LOSS,575.0,20.1%,14.8%,5.3%,0.9%,$93.06,-93.06064582140017,9923.919434753972
2022-03-16,DEN,WIN,-280.0,75.3%,73.7%,1.7%,0.9%,$93.46,33.37887989774206,9957.298314651714
2022-03-16,CLE,LOSS,150.0,46.6%,40.0%,6.6%,1.7%,$164.87,-164.86533557294058,9792.432979078774
2022-03-16,CHA,WIN,-110.0,57.4%,52.4%,5.0%,1.6%,$154.75,140.678348672821,9933.111327751596
2022-03-18,SAC,LOSS,425.0,21.3%,19.0%,2.3%,0.4%,$41.71,-41.71400720180237,9891.397320549793
2022-03-18,PHX,WIN,-190.0,79.4%,65.5%,13.8%,3.0%,$296.74,156.1799576928914,10047.577278242685
2022-03-18,IND,WIN,-165.0,67.6%,62.3%,5.3%,2.1%,$212.41,128.73287048158832,10176.310148724273
2022-03-18,OKC,LOSS,900.0,16.3%,10.0%,6.3%,1.0%,$101.76,-101.76310148724274,10074.54704723703
2022-03-18,DAL,LOSS,165.0,50.9%,37.7%,13.1%,3.1%,$302.24,-302.2364114171109,9772.31063581992
2022-03-18,CLE,WIN,125.0,48.1%,44.4%,3.6%,1.0%,$96.21,120.25629905399148,9892.566934873912
2022-03-18,NYK,WIN,-250.0,79.6%,71.4%,8.1%,3.0%,$296.78,118.71080321848692,10011.277738092398
2022-03-18,POR,LOSS,750.0,16.9%,11.8%,5.1%,0.9%,$86.98,-86.97958727632259,9924.298150816076
2022-03-19,CLE,WIN,-235.0,71.9%,70.1%,1.8%,0.9%,$88.22,37.54048657932201,9961.838637395398
2022-03-20,BOS,WIN,-145.0,68.2%,59.2%,9.0%,2.9%,$298.86,206.1070062909393,10167.945643686337
2022-03-20,NYK,LOSS,140.0,47.2%,41.7%,5.6%,1.5%,$145.47,-145.4738434728334,10022.471800213503
2022-03-20,TOR,WIN,290.0,37.9%,25.6%,12.3%,1.0%,$100.22,290.6516822061916,10313.123482419694
2022-03-20,GSW,LOSS,-265.0,77.7%,72.6%,5.1%,2.9%,$287.73,-287.7288226407585,10025.394659778936
2022-03-20,OKC,LOSS,290.0,39.7%,25.6%,14.1%,1.0%,$100.25,-100.25394659778937,9925.140713181147
2022-03-20,PHX,WIN,-350.0,82.8%,77.8%,5.0%,3.0%,$297.75,85.07263468440979,10010.213347865556
2022-03-20,HOU,LOSS,550.0,20.5%,15.4%,5.1%,0.9%,$90.35,-90.35022900048547,9919.86311886507
2022-03-20,POR,LOSS,290.0,33.0%,25.6%,7.3%,1.0%,$99.20,-99.19863118865071,9820.66448767642
2022-03-21,MIN,LOSS,105.0,52.3%,48.8%,3.5%,1.0%,$100.95,-100.94744007976851,9719.717047596652
2022-03-21,DAL,WIN,-125.0,59.1%,55.6%,3.5%,1.2%,$115.54,92.42893351097284,9812.145981107626
2022-03-21,OKC,LOSS,700.0,14.7%,12.5%,2.2%,0.4%,$37.42,-37.42282198606755,9774.723159121559
2022-03-21,HOU,WIN,145.0,54.4%,40.8%,13.6%,2.9%,$293.24,425.20045742178786,10199.923616543347
2022-03-21,TOR,LOSS,145.0,47.0%,40.8%,6.1%,1.6%,$158.71,-158.70510810887936,10041.218508434467
2022-03-21,POR,WIN,375.0,34.1%,21.1%,13.1%,1.0%,$100.41,376.5456940662925,10417.764202500759
2022-03-22,DEN,WIN,-260.0,80.1%,72.2%,7.9%,3.0%,$312.53,120.20497156731643,10537.969174068076
2022-03-22,MIL,WIN,-265.0,77.2%,72.6%,4.6%,2.5%,$263.74,99.52446974101754,10637.493643809094
2022-03-22,ORL,WIN,260.0,34.5%,27.8%,6.7%,1.0%,$106.37,276.5748347390365,10914.06847854813
2022-03-22,NYK,LOSS,145.0,51.5%,40.8%,10.7%,2.8%,$295.46,-295.4607111779251,10618.607767370206
2022-03-23,POR,LOSS,370.0,30.0%,21.3%,8.7%,1.0%,$106.19,-106.18607767370206,10512.421689696504
2022-03-23,LAL,LOSS,375.0,28.1%,21.1%,7.0%,1.0%,$105.12,-105.12421689696505,10407.297472799539
2022-03-23,PHX,WIN,105.0,60.5%,48.8%,11.7%,2.9%,$312.22,327.8298703931854,10735.127343192724
2022-03-23,GSW,WIN,400.0,24.1%,20.0%,4.1%,0.7%,$81.85,327.4071124987435,11062.534455691468
2022-03-23,BOS,WIN,-200.0,76.8%,66.7%,10.2%,3.0%,$331.88,165.93801683537203,11228.47247252684
2022-03-23,SAC,WIN,190.0,45.2%,34.5%,10.7%,1.0%,$112.28,213.34097697800996,11441.81344950485
2022-03-24,NOP,WIN,-160.0,73.1%,61.5%,11.6%,2.9%,$343.25,214.53400217821596,11656.347451683067
2022-03-24,TOR,WIN,-200.0,72.1%,66.7%,5.4%,2.4%,$282.72,141.36144620960576,11797.708897892673
2022-03-24,MIL,WIN,-400.0,83.0%,80.0%,3.0%,2.2%,$263.41,65.85127208574376,11863.560169978417
2022-03-25,MIN,WIN,-165.0,69.3%,62.3%,7.1%,2.8%,$333.93,202.38358303929456,12065.943753017711
2022-03-25,PHI,WIN,-220.0,73.9%,68.8%,5.1%,2.4%,$298.24,135.5618189834582,12201.50557200117
2022-03-25,NYK,WIN,350.0,36.0%,22.2%,13.7%,1.0%,$122.02,427.05269502004097,12628.55826702121
2022-03-25,ATL,WIN,-130.0,58.6%,56.5%,2.1%,0.7%,$92.47,71.12856725706126,12699.68683427827
2022-03-25,DET,LOSS,-170.0,70.3%,63.0%,7.3%,3.1%,$376.52,-376.5244010132575,12323.162433265014
2022-03-26,OKC,LOSS,950.0,17.7%,9.5%,8.1%,1.0%,$123.23,-123.23162433265014,12199.930808932364
2022-03-26,MEM,WIN,100.0,62.7%,50.0%,12.7%,2.9%,$366.00,365.9979242679709,12565.928733200335
2022-03-26,MIA,LOSS,120.0,57.5%,45.5%,12.0%,3.1%,$376.98,-376.97786199601006,12188.950871204324
2022-03-26,CHI,WIN,110.0,61.6%,47.6%,14.0%,2.9%,$365.67,402.2353787497427,12591.186249954068
2022-03-26,IND,LOSS,500.0,19.6%,16.7%,3.0%,0.5%,$66.89,-66.88597816969549,12524.300271784372
2022-03-26,SAC,WIN,120.0,54.4%,45.5%,8.9%,2.4%,$307.11,368.5364416709128,12892.836713455285
2022-03-27,DAL,WIN,-170.0,69.0%,63.0%,6.0%,2.4%,$314.14,184.78867064463694,13077.625384099922
2022-03-27,NOP,WIN,-160.0,74.3%,61.5%,12.7%,2.9%,$392.33,245.20547595187352,13322.830860051796
2022-03-27,PHX,WIN,-185.0,76.4%,64.9%,11.5%,3.0%,$399.68,216.04590583867775,13538.876765890473
2022-03-27,CHA,WIN,225.0,43.7%,30.8%,12.9%,1.0%,$135.39,304.62472723253563,13843.501493123009
2022-03-27,NYK,WIN,-185.0,67.5%,64.9%,2.6%,1.1%,$155.47,84.03591645553063,13927.53740957854
2022-03-28,BOS,LOSS,300.0,38.1%,25.0%,13.1%,1.0%,$139.28,-139.2753740957854,13788.262035482754
2022-03-28,OKC,WIN,100.0,58.6%,50.0%,8.6%,2.5%,$355.95,355.95497688371563,14144.21701236647
2022-03-28,HOU,LOSS,350.0,27.8%,22.2%,5.5%,1.0%,$141.44,-141.44217012366468,14002.774842242805
2022-03-28,SAC,LOSS,800.0,22.5%,11.1%,11.4%,1.0%,$140.03,-140.02774842242806,13862.747093820377
2022-03-28,IND,LOSS,265.0,34.4%,27.4%,7.0%,1.0%,$138.63,-138.62747093820377,13724.119622882174
2022-03-28,ORL,LOSS,330.0,35.8%,23.3%,12.5%,1.0%,$137.24,-137.24119622882174,13586.878426653351
2022-03-29,UTA,LOSS,-140.0,68.1%,58.3%,9.8%,3.1%,$407.61,-407.60635279960053,13179.27207385375
2022-03-29,LAL,LOSS,550.0,18.7%,15.4%,3.3%,0.6%,$77.42,-77.41594106663162,13101.856132787118
2022-03-29,CHI,WIN,-175.0,65.4%,63.6%,1.7%,0.7%,$93.77,53.581208695643525,13155.43734148276
2022-03-29,PHI,LOSS,-110.0,62.9%,52.4%,10.5%,3.1%,$394.66,-394.6631202444828,12760.774221238278
2022-03-29,DET,LOSS,750.0,21.3%,11.8%,9.5%,1.0%,$127.61,-127.60774221238279,12633.166479025895
2022-03-30,MEM,WIN,-200.0,69.7%,66.7%,3.0%,1.3%,$171.70,85.84808711018933,12719.014566136084
2022-03-30,OKC,LOSS,600.0,17.7%,14.3%,3.4%,0.6%,$76.33,-76.32622856019493,12642.68833757589
2022-03-30,PHX,WIN,-200.0,76.7%,66.7%,10.1%,3.0%,$379.28,189.64032506363833,12832.328662639527
2022-03-30,POR,LOSS,850.0,17.4%,10.5%,6.9%,1.0%,$128.32,-128.3232866263953,12704.005376013132
2022-03-30,MIN,LOSS,120.0,47.6%,45.5%,2.2%,0.6%,$75.78,-75.78198249105132,12628.223393522081
2022-03-30,BOS,LOSS,-200.0,73.1%,66.7%,6.5%,3.0%,$367.63,-367.6315132757883,12260.591880246293
2022-03-30,ORL,LOSS,145.0,43.1%,40.8%,2.2%,0.6%,$69.58,-69.57763217942023,12191.014248066873
2022-03-30,IND,LOSS,400.0,28.4%,20.0%,8.4%,1.0%,$121.91,-121.91014248066872,12069.104105586204
2022-03-30,TOR,WIN,-140.0,61.3%,58.3%,2.9%,1.0%,$127.56,91.11124704366469,12160.21535262987
2022-03-30,DAL,WIN,-130.0,59.3%,56.5%,2.8%,1.0%,$117.79,90.60658125890875,12250.82193388878
2022-03-31,LAL,LOSS,650.0,20.2%,13.3%,6.9%,1.0%,$122.51,-122.5082193388878,12128.313714549891
2022-03-31,MIL,WIN,105.0,55.7%,48.8%,7.0%,2.0%,$246.96,259.3090117786253,12387.622726328516
2022-03-31,ATL,WIN,-255.0,77.6%,71.8%,5.8%,3.0%,$371.63,145.73673795680605,12533.359464285322
2022-04-01,MIN,WIN,120.0,54.9%,45.5%,9.5%,2.5%,$327.19,392.6264975112426,12925.985961796565
2022-04-01,POR,LOSS,800.0,17.5%,11.1%,6.4%,1.0%,$129.26,-129.25985961796565,12796.7261021786
2022-04-01,MEM,WIN,265.0,38.9%,27.4%,11.5%,1.0%,$127.97,339.11324170773287,13135.839343886333
2022-04-01,IND,LOSS,900.0,16.6%,10.0%,6.6%,1.0%,$131.36,-131.35839343886335,13004.48095044747
2022-04-02,GSW,WIN,120.0,55.1%,45.5%,9.7%,2.6%,$346.20,415.43529500935546,13419.916245456827
2022-04-03,POR,LOSS,800.0,16.7%,11.1%,5.6%,0.9%,$125.69,-125.68829655203477,13294.227948904792
2022-04-03,OKC,WIN,800.0,20.7%,11.1%,9.6%,0.9%,$132.94,1063.5382359123835,14357.766184817176
2022-04-03,NOP,LOSS,110.0,50.6%,47.6%,3.0%,0.9%,$123.16,-123.16126943493086,14234.604915382244
2022-04-03,HOU,LOSS,750.0,18.3%,11.8%,6.5%,1.0%,$142.35,-142.34604915382243,14092.258866228422
2022-04-03,NYK,WIN,-210.0,79.7%,67.7%,11.9%,3.0%,$422.77,201.3179838032632,14293.576850031684
2022-04-03,DEN,WIN,-230.0,76.8%,69.7%,7.1%,3.0%,$428.81,186.43795891345673,14480.014808945141
2022-04-03,DET,WIN,155.0,49.6%,39.2%,10.4%,2.5%,$370.17,573.7684613965531,15053.783270341695
2022-04-05,LAL,LOSS,575.0,18.2%,14.8%,3.4%,0.6%,$89.55,-89.55306482944088,14964.230205512255
2022-04-05,SAC,LOSS,265.0,34.1%,27.4%,6.7%,1.0%,$149.64,-149.64230205512254,14814.587903457132
2022-04-05,SAS,WIN,330.0,29.2%,23.3%,5.9%,1.0%,$148.15,488.88140081408534,15303.469304271217
2022-04-05,MIA,WIN,-190.0,72.7%,65.5%,7.2%,3.0%,$459.10,241.63372585691388,15545.103030128132
2022-04-05,HOU,LOSS,950.0,16.8%,9.5%,7.3%,1.0%,$155.45,-155.45103030128132,15389.65199982685
2022-04-05,ORL,WIN,290.0,31.4%,25.6%,5.7%,1.0%,$153.90,446.29990799497864,15835.951907821829
2022-04-05,IND,LOSS,500.0,21.5%,16.7%,4.8%,0.9%,$138.07,-138.0657551108377,15697.886152710991
2022-04-05,CHI,LOSS,235.0,40.2%,29.9%,10.3%,1.0%,$156.98,-156.97886152710993,15540.907291183881
2022-04-06,OKC,LOSS,900.0,17.0%,10.0%,7.0%,1.0%,$155.41,-155.40907291183882,15385.498218272043
2022-04-06,BOS,WIN,-290.0,79.0%,74.4%,4.7%,2.7%,$421.61,145.38232873721213,15530.880547009256
2022-04-06,PHX,LOSS,240.0,39.6%,29.4%,10.2%,1.0%,$155.31,-155.30880547009255,15375.571741539163
2022-04-06,DET,LOSS,330.0,36.6%,23.3%,13.4%,1.0%,$153.76,-153.75571741539164,15221.816024123771
2022-04-07,LAL,LOSS,750.0,16.9%,11.8%,5.1%,0.9%,$132.74,-132.7422493943441,15089.073774729426
2022-04-07,POR,LOSS,1000.0,15.7%,9.1%,6.7%,1.0%,$150.89,-150.89073774729425,14938.183036982131
2022-04-07,SAS,LOSS,240.0,33.8%,29.4%,4.4%,0.9%,$140.12,-140.12312001579647,14798.059916966335
2022-04-07,ORL,LOSS,650.0,16.1%,13.3%,2.7%,0.5%,$70.28,-70.28322498818461,14727.77669197815
2022-04-08,OKC,LOSS,195.0,40.9%,33.9%,7.0%,1.0%,$147.28,-147.2777669197815,14580.498925058368
2022-04-08,PHX,WIN,125.0,58.7%,44.4%,14.3%,2.9%,$437.41,546.7687096896888,15127.267634748056
2022-04-08,POR,LOSS,1200.0,14.1%,7.7%,6.4%,1.0%,$151.27,-151.27267634748057,14975.994958400575
2022-04-08,CLE,LOSS,300.0,28.6%,25.0%,3.6%,0.7%,$108.24,-108.2425169172437,14867.752441483331
2022-04-08,MIA,WIN,-125.0,66.1%,55.6%,10.5%,2.9%,$446.03,356.8260585956,15224.578500078931
