PLAYER_ID,PLAYER_NAME,RAPM
1641713,GG Jackson,-0.009431669451687287
1630164,James Wiseman,-0.031417363169997
201587,Nicolas Batum,-0.042679700512500654
1629636,Darius Garland,0.011130703665499522
1642358,AJ Johnson,-0.12637475418847555
1642278,Tyler Kolek,0.0724093801756864
1630264,Anthony Gill,-0.12865601651279096
1630530,Trey Murphy III,-0.09273243993902446
1629731,Dean Wade,0.01518320443927182
1630811,Keaton Wallace,-0.010502914917288397
1630559,Austin Reaves,0.012313579613918558
1631255,Karlo Matković,-0.07503338971039013
1629599,Amir Coffey,-0.03232880776574567
1641724,Jett Howard,0.03269408961398743
1631321,Sidy Cissoko,-0.04601766011062419
1641706,Brandon Miller,-0.0024361239388736994
1630572,Sandro Mamukelashvili,0.018096551799237033
1642883,Sion James,-0.046836786702624596
1630182,Josh Green,-0.0016128993299718902
1628386,Jarrett Allen,0.020809433619709997
1642852,Derik Queen,-0.10002343669362457
1631103,Malaki Branham,-0.09326494108362435
1628988,Aaron Holiday,0.09164337405657601
1641740,Jaylen Clark,0.06772762422157996
201935,James Harden,-0.038513849533051495
203500,Steven Adams,0.0981994827300961
1631096,Chet Holmgren,0.16951330600049103
1642876,Adou Thiero,-0.0032351603575417444
1631123,Jamaree Bouyea,-0.016407652183507423
1642377,Jaylen Wells,-0.014158798479684551
1642948,Ryan Nembhard,-0.017067096008799392
203952,Andrew Wiggins,0.002368856922038013
1629726,Garrison Mathews,-0.02797290519881293
1642285,Cam Spencer,-0.018352744195288543
1629012,Collin Sexton,-0.039450212953624976
1642272,Jared McCain,-0.009110251194970331
1642859,Jase Richardson,0.025670606996746493
203083,Andre Drummond,0.009347678764867908
1626192,Pat Connaughton,-0.026638341582577406
1642928,Dylan Cardwell,-0.008721191191892231
1642274,Yves Missi,-0.08329418714810859
1641774,Tristan Vukcevic,-0.16129386628787884
1642271,Kyle Filipowski,-0.09215014741064706
1642275,Tidjane Salaün,-0.0030539434305190223
1642914,Javon Small,-0.009588187845169481
1642869,Noah Penda,0.019249579314552075
1627750,Jamal Murray,0.10262728388920267
1631222,Jake LaRavia,0.007972769431101695
1642857,Kasparas Jakučionis,-0.005798076820682948
1628370,Malik Monk,-0.11478186190892767
1630198,Isaiah Joe,0.13531091420440874
203944,Julius Randle,0.061072165920768876
1643007,Taelon Peter,-0.08078264982819494
1642347,Jamal Shead,0.023604422361880765
201942,DeMar DeRozan,-0.13298208375351628
1642359,Pacôme Dadiet,0.04520698771989851
1630256,Jae'Sean Tate,0.08045280448554044
1642942,Jahmai Mashack,0.04202072599523265
1630598,Aaron Wiggins,0.09754277958835902
1642419,Jamison Battle,0.03823709461330944
1628991,Jaren Jackson Jr.,-0.036832910327467064
1629661,Cameron Johnson,0.10290257208285312
1628392,Isaiah Hartenstein,0.12393100094861904
1641737,Adem Bona,0.03621874570853416
1641718,Keyonte George,-0.09777307472138135
1628379,Luke Kennard,-0.012018052997124601
1627742,Brandon Ingram,0.023604422361880765
1630679,Ethan Thompson,-0.03756064841350244
1631132,Christian Koloko,-0.0009882538888905364
1626171,Bobby Portis,-0.04321954158721788
1642270,Donovan Clingan,-0.012738575163749887
1631105,Jalen Duren,0.07465521782136543
1630552,Jalen Johnson,0.0027711420196968577
1642346,Ryan Dunn,0.024195546389570367
202699,Tobias Harris,0.04351067307940991
1629008,Michael Porter Jr.,-0.028617271900327635
1628398,Kyle Kuzma,-0.038283262069928166
1642949,Yanic Konan Niederhäuser,-0.031456052741175605
1630172,Patrick Williams,-0.04048355080978717
1641707,Taylor Hendricks,-0.06965120795800697
1630533,Ziaire Williams,-0.03659030360144327
1631099,Keegan Murray,-0.059203773353602156
1641708,Amen Thompson,0.09786001605468508
1641717,Cason Wallace,0.19285384615761558
1629026,Kenrich Williams,0.0539921900453685
1631124,Julian Strawther,0.07567352976403086
1630249,Vít Krejčí,-0.010386049146152557
1628396,Tony Bradley,-0.09926705987999979
1642851,Kon Knueppel,-0.046836786702624596
1631260,AJ Green,-0.024391999657711473
1642262,Cody Williams,-0.0652389464196712
1642066,Myron Gardner,0.027066635662034676
